XP_030836549.1	transcriptional regulator ATRX homolog isoform X2
XP_030836550.1	transcriptional regulator ATRX-like
XP_030836551.1	transcriptional regulator ATRX-like
XP_030836552.1	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase-like
XP_030836553.1	transcriptional regulator ATRX isoform X1
XP_030836554.1	transcriptional regulator ATRX isoform X3
XP_030836555.1	YTH domain-containing protein 1-like
XP_030836556.1	protein Shroom3 isoform X4
XP_030836557.1	receptor-type tyrosine-protein phosphatase F
XP_030836558.1	protein Shroom3 isoform X5
XP_030836559.1	protein Shroom3 isoform X5
XP_030836560.1	uncharacterized protein LOC115922236
XP_030836561.1	deoxycytidylate deaminase isoform X1
XP_030836562.1	deoxycytidylate deaminase isoform X2
XP_030836563.1	uncharacterized protein LOC115922237
XP_030836564.1	sister chromatid cohesion protein PDS5 homolog A
XP_030836565.1	translation factor Guf1, mitochondrial
XP_030836566.1	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
XP_030836567.1	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
XP_030836568.1	beta-1,3-glucan-binding protein-like
XP_030836569.1	DCN1-like protein 5 isoform X1
XP_030836570.1	DCN1-like protein 5 isoform X1
XP_030836571.1	DCN1-like protein 5 isoform X2
XP_030836572.1	cytoplasmic dynein 2 heavy chain 1
XP_030836573.1	Krueppel-like factor 3 isoform X1
XP_030836574.1	Krueppel-like factor 3 isoform X2
XP_030836575.1	ATP-binding cassette sub-family E member 1
XP_030836576.1	uncharacterized protein LOC115922238 isoform X1
XP_030836577.1	uncharacterized protein LOC115922238 isoform X2
XP_030836578.1	uncharacterized protein LOC100891642 isoform X1
XP_030836579.1	receptor-type tyrosine-protein phosphatase kappa isoform X1
XP_030836580.1	uncharacterized protein LOC100891642 isoform X2
XP_030836581.1	uncharacterized protein LOC105443358 isoform X2
XP_030836582.1	uncharacterized protein LOC105447368
XP_030836583.1	diamine acetyltransferase 2
XP_030836584.1	receptor-type tyrosine-protein phosphatase kappa isoform X2
XP_030836585.1	uncharacterized protein LOC115922240
XP_030836586.1	polypeptide N-acetylgalactosaminyltransferase 10
XP_030836587.1	apoptosis-inducing factor 1, mitochondrial
XP_030836588.1	erythroid differentiation-related factor 1 isoform X1
XP_030836589.1	erythroid differentiation-related factor 1 isoform X2
XP_030836590.1	erythroid differentiation-related factor 1 isoform X3
XP_030836591.1	copper transport protein ATOX1
XP_030836592.1	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase
XP_030836593.1	amino acid transporter AVT3B isoform X1
XP_030836594.1	amino acid transporter AVT3B isoform X2
XP_030836595.1	amino acid transporter AVT3B isoform X3
XP_030836596.1	amino acid transporter AVT3B isoform X4
XP_030836597.1	uncharacterized protein LOC115922241
XP_030836598.1	coiled-coil domain-containing protein 138
XP_030836599.1	dachshund homolog 1 isoform X1
XP_030836600.1	dachshund homolog 1 isoform X2
XP_030836601.1	dachshund homolog 1 isoform X3
XP_030836602.1	dachshund homolog 1 isoform X4
XP_030836603.1	uncharacterized protein LOC115922243
XP_030836604.1	dachshund homolog 1 isoform X5
XP_030836605.1	dachshund homolog 1 isoform X6
XP_030836606.1	dachshund homolog 1 isoform X7
XP_030836607.1	dachshund homolog 1 isoform X8
XP_030836608.1	transmembrane protein 33
XP_030836609.1	uncharacterized protein LOC115922246
XP_030836610.1	uncharacterized protein LOC115922245
XP_030836611.1	uncharacterized protein LOC115922247
XP_030836612.1	phosphoglucomutase-2
XP_030836613.1	inverted formin-2 isoform X1
XP_030836614.1	inverted formin-2 isoform X2
XP_030836615.1	START domain-containing protein 10 isoform X1
XP_030836616.1	START domain-containing protein 10 isoform X2
XP_030836617.1	START domain-containing protein 10 isoform X3
XP_030836618.1	uncharacterized protein LOC115922249
XP_030836619.1	monocarboxylate transporter 9
XP_030836620.1	coronin-7
XP_030836621.1	cleavage and polyadenylation specificity factor subunit 6 isoform X1
XP_030836622.1	cleavage and polyadenylation specificity factor subunit 6 isoform X2
XP_030836623.1	kinase D-interacting substrate of 220 kDa B
XP_030836624.1	actin-binding protein IPP
XP_030836625.1	uncharacterized protein LOC115922250
XP_030836626.1	motile sperm domain-containing protein 2
XP_030836627.1	anoctamin-4 isoform X1
XP_030836628.1	anoctamin-4 isoform X2
XP_030836629.1	anoctamin-4 isoform X3
XP_030836630.1	uncharacterized protein LOC105439477 isoform X1
XP_030836631.1	uncharacterized protein LOC105439477 isoform X2
XP_030836632.1	uncharacterized protein LOC105439477 isoform X3
XP_030836633.1	uncharacterized protein LOC105439477 isoform X4
XP_030836634.1	uncharacterized protein LOC105439477 isoform X5
XP_030836635.1	uncharacterized protein LOC105439477 isoform X6
XP_030836636.1	uncharacterized protein LOC105439477 isoform X7
XP_030836637.1	uncharacterized protein LOC100892979
XP_030836638.1	protein rtoA isoform X1
XP_030836639.1	protein rtoA isoform X1
XP_030836640.1	protein rtoA isoform X2
XP_030836641.1	protein rtoA isoform X3
XP_030836642.1	protein rtoA isoform X4
XP_030836643.1	protein rtoA isoform X5
XP_030836644.1	uncharacterized protein LOC115922252
XP_030836645.1	uncharacterized protein LOC115922255
XP_030836646.1	MAM and LDL-receptor class A domain-containing protein 1-like
XP_030836647.1	protein rtoA-like isoform X1
XP_030836648.1	protein rtoA-like isoform X2
XP_030836649.1	protein rtoA-like isoform X3
XP_030836650.1	protein rtoA-like isoform X4
XP_030836651.1	protein rtoA-like isoform X5
XP_030836652.1	protein rtoA-like isoform X6
XP_030836653.1	protein rtoA-like isoform X7
XP_030836654.1	protein rtoA-like isoform X8
XP_030836655.1	protein rtoA-like isoform X9
XP_030836656.1	protein rtoA-like isoform X10
XP_030836657.1	transmembrane protein 179B-like
XP_030836658.1	scavenger receptor cysteine-rich domain-containing group B protein-like
XP_030836659.1	MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like
XP_030836660.1	calpain-15
XP_030836661.1	calpain-15
XP_030836662.1	calpain-15
XP_030836663.1	acid-sensing ion channel 2
XP_030836664.1	cytoplasmic FMR1-interacting protein 2 isoform X1
XP_030836665.1	cytoplasmic FMR1-interacting protein 2 isoform X2
XP_030836666.1	cytoplasmic FMR1-interacting protein 2 isoform X3
XP_030836667.1	MAM and LDL-receptor class A domain-containing protein 2-like
XP_030836668.1	WD repeat-containing protein 55
XP_030836669.1	post-GPI attachment to proteins factor 2 isoform X2
XP_030836670.1	potassium channel subfamily K member 4
XP_030836671.1	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 isoform X2
XP_030836672.1	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X2
XP_030836673.1	uncharacterized protein LOC100891886
XP_030836674.1	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X3
XP_030836675.1	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X4
XP_030836676.1	trichohyalin isoform X5
XP_030836677.1	uncharacterized protein LOC582967 isoform X1
XP_030836678.1	uncharacterized protein LOC582967 isoform X2
XP_030836679.1	uncharacterized protein LOC582967 isoform X3
XP_030836680.1	uncharacterized protein LOC582967 isoform X4
XP_030836681.1	uncharacterized protein LOC582967 isoform X5
XP_030836682.1	putative methyltransferase NSUN7 isoform X1
XP_030836683.1	putative methyltransferase NSUN7 isoform X2
XP_030836684.1	N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
XP_030836685.1	uncharacterized protein LOC105440225
XP_030836686.1	uncharacterized protein LOC100889860
XP_030836687.1	pirin-like
XP_030836688.1	probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase
XP_030836689.1	gamma-aminobutyric acid type B receptor subunit 2
XP_030836690.1	uncharacterized protein LOC115922264 isoform X1
XP_030836691.1	uncharacterized protein LOC115922264 isoform X2
XP_030836692.1	TBC domain-containing protein kinase-like protein
XP_030836693.1	F-box/WD repeat-containing protein 7
XP_030836694.1	uncharacterized protein LOC105438153
XP_030836695.1	acid-sensing ion channel 1C-like isoform X1
XP_030836696.1	acid-sensing ion channel 1C-like isoform X2
XP_030836697.1	acid-sensing ion channel 1B-like isoform X3
XP_030836698.1	acid-sensing ion channel 1C isoform X1
XP_030836699.1	acid-sensing ion channel 1C isoform X2
XP_030836700.1	amiloride-sensitive sodium channel subunit beta isoform X3
XP_030836701.1	acid-sensing ion channel 2 isoform X4
XP_030836702.1	amiloride-sensitive sodium channel subunit beta
XP_030836703.1	72 kDa type IV collagenase
XP_030836704.1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5
XP_030836705.1	calcium-binding protein SPEC 2A
XP_030836706.1	uncharacterized protein LOC105438923
XP_030836707.1	LOW QUALITY PROTEIN: electron transfer flavoprotein beta subunit lysine methyltransferase-like, partial
XP_030836708.1	small ubiquitin-related modifier 3
XP_030836709.1	neuromedin-B receptor
XP_030836710.1	lengsin isoform X1
XP_030836711.1	lengsin isoform X1
XP_030836712.1	alkylated DNA repair protein alkB homolog 8 isoform X2
XP_030836713.1	LOW QUALITY PROTEIN: sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating
XP_030836714.1	trichohyalin isoform X5
XP_030836715.1	peptidyl-prolyl cis-trans isomerase D
XP_030836716.1	AN1-type zinc finger protein 2A isoform X1
XP_030836717.1	AN1-type zinc finger protein 2A isoform X2
XP_030836718.1	AN1-type zinc finger protein 2A isoform X3
XP_030836719.1	AN1-type zinc finger protein 2A isoform X4
XP_030836720.1	rho GTPase-activating protein 7 isoform X2
XP_030836721.1	rho GTPase-activating protein 7 isoform X3
XP_030836722.1	rho GTPase-activating protein 7 isoform X4
XP_030836723.1	kelch-like protein 8 isoform X1
XP_030836724.1	kelch-like protein 8 isoform X2
XP_030836725.1	LOW QUALITY PROTEIN: cytochrome b-c1 complex subunit 8-like
XP_030836726.1	pleiotropic regulator 1
XP_030836727.1	uncharacterized protein LOC100891052
XP_030836728.1	sorting nexin-25
XP_030836729.1	APOBEC1 complementation factor
XP_030836730.1	uncharacterized protein LOC105444067
XP_030836731.1	glutamate receptor 4
XP_030836732.1	gamma-aminobutyric acid receptor subunit beta-1
XP_030836733.1	gamma-aminobutyric acid receptor subunit beta-2-like isoform X2
XP_030836734.1	centrosomal protein of 135 kDa isoform X1
XP_030836735.1	testis-specific gene 10 protein isoform X2
XP_030836736.1	uncharacterized protein LOC100891213
XP_030836737.1	UDP-glucuronosyltransferase 2C1-like
XP_030836738.1	putative uncharacterized protein DDB_G0271606
XP_030836739.1	vacuolar protein-sorting-associated protein 36
XP_030836740.1	WW domain-binding protein 4-like
XP_030836741.1	platelet glycoprotein Ib alpha chain-like
XP_030836742.1	uncharacterized protein LOC587944 isoform X2
XP_030836743.1	uncharacterized protein LOC115922275
XP_030836744.1	uncharacterized protein LOC115922276
XP_030836745.1	carbohydrate sulfotransferase 14-like
XP_030836746.1	uncharacterized protein LOC115918503
XP_030836747.1	RNA-binding protein 26
XP_030836748.1	NACHT, LRR and PYD domains-containing protein 12
XP_030836749.1	uncharacterized protein LOC115922278 isoform X1
XP_030836750.1	uncharacterized protein LOC115922278 isoform X2
XP_030836751.1	cGMP-dependent 3',5'-cyclic phosphodiesterase
XP_030836752.1	serine/threonine-protein kinase DCLK1-like
XP_030836753.1	hsc70-interacting protein-like
XP_030836754.1	uncharacterized protein LOC115922281
XP_030836755.1	uncharacterized protein LOC115922282
XP_030836756.1	protein POLR1D-like
XP_030836757.1	early nodulin-75-like
XP_030836758.1	cytochrome b-c1 complex subunit 8-like
XP_030836759.1	pleiotropic regulator 1
XP_030836760.1	histone-lysine N-methyltransferase PRDM16-like
XP_030836761.1	uncharacterized protein LOC115922289
XP_030836762.1	uncharacterized protein LOC757164 isoform X1
XP_030836763.1	uncharacterized protein LOC757164 isoform X2
XP_030836764.1	uncharacterized protein LOC757164 isoform X3
XP_030836765.1	sorting nexin-25
XP_030836766.1	uncharacterized protein LOC105437866
XP_030836767.1	fucose-1-phosphate guanylyltransferase
XP_030836768.1	uncharacterized protein LOC115922290
XP_030836769.1	zinc transporter 9
XP_030836770.1	gamma-aminobutyric acid type B receptor subunit 2-like
XP_030836771.1	gamma-aminobutyric acid receptor subunit beta-1-like
XP_030836772.1	gamma-aminobutyric acid receptor subunit beta-2-like
XP_030836773.1	centrosomal protein of 135 kDa-like isoform X1
XP_030836774.1	testis-specific gene 10 protein-like isoform X2
XP_030836775.1	uncharacterized protein LOC115922292
XP_030836776.1	UDP-glucuronosyltransferase 2C1
XP_030836777.1	uncharacterized protein LOC105437987
XP_030836778.1	NACHT, LRR and PYD domains-containing protein 3-like
XP_030836779.1	beta-alanine-activating enzyme-like
XP_030836780.1	vacuolar protein-sorting-associated protein 36
XP_030836781.1	acidic repeat-containing protein-like
XP_030836782.1	multiple epidermal growth factor-like domains protein 6
XP_030836783.1	balbiani ring protein 1-like
XP_030836784.1	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like
XP_030836785.1	uncharacterized protein LOC105436685 isoform X1
XP_030836786.1	uncharacterized protein LOC105436685 isoform X2
XP_030836787.1	L-gulonolactone oxidase-like
XP_030836788.1	uncharacterized protein LOC754164
XP_030836789.1	cGMP-dependent 3',5'-cyclic phosphodiesterase-like
XP_030836790.1	hsc70-interacting protein
XP_030836791.1	serine/threonine-protein kinase DCLK1
XP_030836792.1	coiled-coil domain-containing protein 22 homolog
XP_030836793.1	uncharacterized protein LOC115922300
XP_030836794.1	putative defense protein 3 isoform X1
XP_030836795.1	putative defense protein 3 isoform X2
XP_030836796.1	solute carrier family 10 member 6-like
XP_030836797.1	uncharacterized protein LOC584780
XP_030836798.1	uncharacterized protein LOC579093
XP_030836799.1	helicase with zinc finger domain 2
XP_030836800.1	uncharacterized protein LOC583716 isoform X1
XP_030836801.1	uncharacterized protein LOC583716 isoform X2
XP_030836802.1	THO complex subunit 2 isoform X1
XP_030836803.1	THO complex subunit 2 isoform X2
XP_030836804.1	semaphorin-1A
XP_030836805.1	semaphorin-1A
XP_030836806.1	semaphorin-1A
XP_030836807.1	acylglycerol kinase, mitochondrial
XP_030836808.1	major facilitator superfamily domain-containing protein 6
XP_030836809.1	uncharacterized protein LOC587092 isoform X2
XP_030836810.1	glycoprotein 3-alpha-L-fucosyltransferase A-like
XP_030836811.1	zinc finger protein 330 homolog isoform X1
XP_030836812.1	zinc finger protein 330 homolog isoform X2
XP_030836813.1	iduronate 2-sulfatase
XP_030836814.1	iduronate 2-sulfatase-like isoform X1
XP_030836815.1	iduronate 2-sulfatase-like isoform X2
XP_030836816.1	iduronate 2-sulfatase
XP_030836817.1	uncharacterized protein LOC100892527
XP_030836818.1	uncharacterized protein LOC100892527
XP_030836819.1	uncharacterized protein LOC115922307
XP_030836820.1	nucleoside diphosphate kinase B
XP_030836821.1	indoleamine 2,3-dioxygenase 1
XP_030836822.1	kelch-like protein diablo
XP_030836823.1	myotubularin-related protein 8
XP_030836824.1	cyclin-dependent kinase-like 5
XP_030836825.1	uncharacterized protein LOC762557 isoform X1
XP_030836826.1	uncharacterized protein LOC762557 isoform X2
XP_030836827.1	uncharacterized protein LOC100892267
XP_030836828.1	protein SDA1 homolog
XP_030836829.1	uncharacterized protein LOC763063 isoform X1
XP_030836830.1	uncharacterized protein LOC763063 isoform X2
XP_030836831.1	mucin-12 isoform X3
XP_030836832.1	uncharacterized protein LOC763063 isoform X4
XP_030836833.1	uncharacterized protein LOC115922308
XP_030836834.1	IQ domain-containing protein M-like
XP_030836835.1	uncharacterized protein LOC105444385
XP_030836836.1	uncharacterized protein LOC578763 isoform X1
XP_030836837.1	uncharacterized protein LOC578763 isoform X2
XP_030836838.1	C-Jun-amino-terminal kinase-interacting protein 4 isoform X1
XP_030836839.1	C-Jun-amino-terminal kinase-interacting protein 4 isoform X2
XP_030836840.1	C-Jun-amino-terminal kinase-interacting protein 4 isoform X3
XP_030836841.1	C-Jun-amino-terminal kinase-interacting protein 4 isoform X4
XP_030836842.1	C-Jun-amino-terminal kinase-interacting protein 4 isoform X5
XP_030836843.1	C-Jun-amino-terminal kinase-interacting protein 4 isoform X6
XP_030836844.1	adenylate cyclase type 9
XP_030836845.1	adenylate cyclase type 9
XP_030836846.1	adenylate cyclase type 9
XP_030836847.1	adenylate cyclase type 9
XP_030836848.1	uncharacterized protein LOC105445431
XP_030836849.1	adenylate cyclase type 9
XP_030836850.1	adenylate cyclase type 9-like
XP_030836851.1	CREB-binding protein isoform X1
XP_030836852.1	CREB-binding protein isoform X2
XP_030836853.1	CREB-binding protein isoform X3
XP_030836854.1	CREB-binding protein isoform X4
XP_030836855.1	CREB-binding protein isoform X6
XP_030836856.1	CREB-binding protein isoform X7
XP_030836857.1	CREB-binding protein isoform X8
XP_030836858.1	CREB-binding protein isoform X11
XP_030836859.1	histone acetyltransferase p300 isoform X14
XP_030836860.1	histone acetyltransferase p300 isoform X15
XP_030836861.1	histone acetyltransferase p300 isoform X16
XP_030836862.1	CREB-binding protein isoform X17
XP_030836863.1	CREB-binding protein isoform X19
XP_030836864.1	serine/threonine-protein kinase Nek1 isoform X1
XP_030836865.1	serine/threonine-protein kinase Nek1 isoform X2
XP_030836866.1	serine/threonine-protein kinase Nek1 isoform X3
XP_030836867.1	serine/threonine-protein kinase Nek1 isoform X4
XP_030836868.1	serine/threonine-protein kinase Nek1 isoform X5
XP_030836869.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like
XP_030836870.1	kynurenine/alpha-aminoadipate aminotransferase, mitochondrial-like
XP_030836871.1	caltractin
XP_030836872.1	ATPase family protein 2 homolog
XP_030836873.1	lysosome membrane protein 2
XP_030836874.1	WD40 repeat-containing protein SMU1
XP_030836875.1	E3 ubiquitin-protein ligase TRIM71-like
XP_030836876.1	WD repeat-containing protein 61-like
XP_030836877.1	methylmalonic aciduria type A homolog, mitochondrial-like
XP_030836878.1	uncharacterized protein LOC591622
XP_030836879.1	39S ribosomal protein L22, mitochondrial-like
XP_030836880.1	WD40 repeat-containing protein SMU1
XP_030836881.1	methylmalonic aciduria type A homolog, mitochondrial
XP_030836882.1	uncharacterized protein LOC115918506
XP_030836883.1	uncharacterized protein K02A2.6-like
XP_030836884.1	ELMO domain-containing protein 2
XP_030836885.1	RING-box protein 1
XP_030836886.1	protein furry homolog isoform X1
XP_030836887.1	protein furry homolog isoform X2
XP_030836888.1	protein furry homolog isoform X3
XP_030836889.1	protein furry homolog isoform X4
XP_030836890.1	protein furry homolog isoform X5
XP_030836891.1	protein furry homolog isoform X6
XP_030836892.1	protein furry homolog-like isoform X7
XP_030836893.1	protein furry homolog isoform X8
XP_030836894.1	protein furry homolog-like isoform X9
XP_030836895.1	protein furry homolog isoform X10
XP_030836896.1	protein furry homolog-like isoform X11
XP_030836897.1	protein furry homolog-like isoform X12
XP_030836898.1	uncharacterized protein LOC105442725
XP_030836899.1	ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform X1
XP_030836900.1	ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform X2
XP_030836901.1	nucleoporin p54 isoform X2
XP_030836902.1	lysosome membrane protein 2-like
XP_030836903.1	uncharacterized protein LOC753547
XP_030836904.1	uncharacterized protein LOC105440699
XP_030836905.1	low-density lipoprotein receptor-related protein 5-like
XP_030836906.1	zinc finger matrin-type protein 2
XP_030836907.1	heat shock protein 75 kDa, mitochondrial
XP_030836908.1	TBC1 domain family member 1 isoform X1
XP_030836909.1	TBC1 domain family member 1 isoform X2
XP_030836910.1	TBC1 domain family member 1 isoform X3
XP_030836911.1	TBC1 domain family member 1 isoform X4
XP_030836912.1	TBC1 domain family member 1 isoform X5
XP_030836913.1	uncharacterized protein LOC100892289
XP_030836914.1	NTF2-related export protein 2
XP_030836915.1	nocturnin isoform X1
XP_030836916.1	nocturnin isoform X2
XP_030836917.1	ETS-related transcription factor Elf-1 isoform X1
XP_030836918.1	ETS-related transcription factor Elf-4 isoform X2
XP_030836919.1	ETS-related transcription factor Elf-2 isoform X3
XP_030836920.1	LOW QUALITY PROTEIN: histidine--tRNA ligase, cytoplasmic
XP_030836921.1	solute carrier family 23 member 1-like
XP_030836922.1	E3 ubiquitin-protein ligase TRIM71-like
XP_030836923.1	TBC1 domain family member 17
XP_030836924.1	protein unc-50 homolog
XP_030836925.1	protein unc-50 homolog
XP_030836926.1	uncharacterized protein LOC580021
XP_030836927.1	uncharacterized protein LOC100893136
XP_030836928.1	uncharacterized protein LOC115922319
XP_030836929.1	uncharacterized protein LOC584996
XP_030836930.1	nuclear pore complex protein Nup98-Nup96 isoform X1
XP_030836931.1	nuclear pore complex protein Nup98-Nup96 isoform X1
XP_030836932.1	nuclear pore complex protein Nup98-Nup96 isoform X1
XP_030836933.1	nuclear pore complex protein Nup98-Nup96 isoform X2
XP_030836934.1	nuclear pore complex protein Nup98-Nup96 isoform X3
XP_030836935.1	nuclear pore complex protein Nup98-Nup96 isoform X4
XP_030836936.1	nuclear pore complex protein Nup98-Nup96 isoform X5
XP_030836937.1	proton-coupled amino acid transporter 1 isoform X1
XP_030836938.1	proton-coupled amino acid transporter 1 isoform X1
XP_030836939.1	caspase-3-like
XP_030836940.1	protein inturned
XP_030836941.1	testis-expressed protein 26
XP_030836942.1	uncharacterized protein LOC115922323
XP_030836943.1	uncharacterized protein LOC105441568
XP_030836944.1	E3 ubiquitin-protein ligase SH3RF1 isoform X3
XP_030836945.1	E3 ubiquitin-protein ligase SH3RF1 isoform X4
XP_030836946.1	uncharacterized protein K02A2.6-like
XP_030836947.1	4-hydroxybenzoate polyprenyltransferase, mitochondrial
XP_030836948.1	sequestosome-1 isoform X1
XP_030836949.1	sequestosome-1 isoform X2
XP_030836950.1	WD repeat-containing protein 19 isoform X1
XP_030836951.1	WD repeat-containing protein 19 isoform X2
XP_030836952.1	WD repeat-containing protein 19 isoform X3
XP_030836953.1	WD repeat-containing protein 19 isoform X4
XP_030836954.1	WD repeat-containing protein 19 isoform X5
XP_030836955.1	C-type lectin domain family 4 member F-like
XP_030836956.1	N-alpha-acetyltransferase 15, NatA auxiliary subunit
XP_030836957.1	LOW QUALITY PROTEIN: serine/arginine-rich splicing factor 10-like
XP_030836958.1	medium-chain acyl-CoA ligase ACSF2, mitochondrial-like
XP_030836959.1	acid ceramidase
XP_030836960.1	uncharacterized protein LOC582848 isoform X1
XP_030836961.1	uncharacterized protein LOC582848 isoform X2
XP_030836962.1	uncharacterized protein LOC100893884 isoform X2
XP_030836963.1	uncharacterized protein LOC100893884 isoform X3
XP_030836964.1	uncharacterized protein LOC115922324
XP_030836965.1	tryptophan 2,3-dioxygenase isoform X1
XP_030836966.1	tryptophan 2,3-dioxygenase isoform X2
XP_030836967.1	exocyst complex component 1 isoform X1
XP_030836968.1	exocyst complex component 1 isoform X2
XP_030836969.1	exocyst complex component 1 isoform X3
XP_030836970.1	exocyst complex component 1 isoform X4
XP_030836971.1	exocyst complex component 1 isoform X5
XP_030836972.1	exosome complex exonuclease RRP44
XP_030836973.1	exosome complex exonuclease RRP44-like isoform X1
XP_030836974.1	exosome complex exonuclease RRP44-like isoform X2
XP_030836975.1	macrophage mannose receptor 1-like
XP_030836976.1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit isoform X1
XP_030836977.1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit isoform X2
XP_030836978.1	uncharacterized protein LOC100887864
XP_030836979.1	sulfotransferase 1C2
XP_030836980.1	sulfotransferase 1A3
XP_030836981.1	sulfotransferase 1C2-like
XP_030836982.1	ATP-dependent DNA helicase DDX11 isoform X1
XP_030836983.1	ATP-dependent DNA helicase DDX11 isoform X1
XP_030836984.1	ATP-dependent DNA helicase DDX11 isoform X2
XP_030836985.1	coelenterazine h 2-monooxygenase-like
XP_030836986.1	coelenterazine h 2-monooxygenase-like
XP_030836987.1	coelenterazine h 2-monooxygenase
XP_030836988.1	histone H2B
XP_030836989.1	coelenterazine h 2-monooxygenase
XP_030836990.1	cholecystokinin receptor type A
XP_030836991.1	uncharacterized protein LOC115922328
XP_030836992.1	TBC1 domain family member 19
XP_030836993.1	uncharacterized protein LOC100888165 isoform X1
XP_030836994.1	uncharacterized protein LOC100888165 isoform X2
XP_030836995.1	fibropellin-3-like
XP_030836996.1	neurogenic locus notch homolog protein 1-like isoform X1
XP_030836997.1	uncharacterized protein LOC105436828 isoform X2
XP_030836998.1	N-acetylglucosamine-6-phosphate deacetylase-like
XP_030836999.1	N-acetylglucosamine-6-phosphate deacetylase-like
XP_030837000.1	DNA-directed RNA polymerases I and III subunit RPAC2
XP_030837001.1	probable protein S-acyltransferase 23
XP_030837002.1	thyrotropin-releasing hormone receptor-like
XP_030837003.1	uncharacterized protein LOC105446782
XP_030837004.1	transient-receptor-potential-like protein
XP_030837005.1	ATP-dependent DNA helicase Q5
XP_030837006.1	uncharacterized protein LOC764891
XP_030837007.1	carbonic anhydrase-related protein 10
XP_030837008.1	uncharacterized protein LOC100891165 isoform X2
XP_030837009.1	uncharacterized protein LOC105437043
XP_030837010.1	uncharacterized protein LOC115922332
XP_030837011.1	uncharacterized protein LOC105443626
XP_030837012.1	ankyrin repeat domain-containing protein 50
XP_030837013.1	PDZ domain-containing protein 11
XP_030837014.1	kinesin-like protein FLA10 isoform X1
XP_030837015.1	kinesin-like protein FLA10 isoform X2
XP_030837016.1	signal peptide, CUB and EGF-like domain-containing protein 2
XP_030837017.1	iduronate 2-sulfatase
XP_030837018.1	probable asparagine--tRNA ligase, mitochondrial isoform X1
XP_030837019.1	probable asparagine--tRNA ligase, mitochondrial isoform X2
XP_030837020.1	iduronate 2-sulfatase
XP_030837021.1	iduronate 2-sulfatase
XP_030837022.1	uncharacterized protein LOC105442656
XP_030837023.1	glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
XP_030837024.1	von Willebrand factor A domain-containing protein 3B isoform X1
XP_030837025.1	von Willebrand factor A domain-containing protein 3B isoform X2
XP_030837026.1	von Willebrand factor A domain-containing protein 3B isoform X3
XP_030837027.1	von Willebrand factor A domain-containing protein 3B isoform X4
XP_030837028.1	von Willebrand factor A domain-containing protein 3B isoform X5
XP_030837029.1	von Willebrand factor A domain-containing protein 3B isoform X6
XP_030837030.1	NACHT, LRR and PYD domains-containing protein 6-like isoform X1
XP_030837031.1	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
XP_030837032.1	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
XP_030837033.1	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
XP_030837034.1	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
XP_030837035.1	serum amyloid A-5 protein isoform X1
XP_030837036.1	serum amyloid A-5 protein isoform X2
XP_030837037.1	serum amyloid A-5 protein-like
XP_030837038.1	serum amyloid A-5 protein-like
XP_030837039.1	serum amyloid A protein
XP_030837040.1	NACHT, LRR and PYD domains-containing protein 6-like isoform X2
XP_030837041.1	serum amyloid A protein
XP_030837042.1	serum amyloid A-5 protein-like
XP_030837043.1	slit homolog 3 protein-like
XP_030837044.1	DNA repair protein RAD50
XP_030837045.1	probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein
XP_030837046.1	spermatogenesis-associated protein 4
XP_030837047.1	WD repeat-containing protein 17
XP_030837048.1	DNA repair protein RAD50-like
XP_030837049.1	DNA repair protein RAD50-like
XP_030837050.1	NACHT, LRR and PYD domains-containing protein 12 isoform X1
XP_030837051.1	putative GPI-anchored protein pfl2
XP_030837052.1	NACHT, LRR and PYD domains-containing protein 12 isoform X2
XP_030837053.1	lengsin
XP_030837054.1	uncharacterized protein LOC752882
XP_030837055.1	E3 ubiquitin-protein ligase MYCBP2
XP_030837056.1	E3 ubiquitin-protein ligase MYCBP2
