XP_030829055.1	nuclear anchorage protein 1 isoform X5
XP_030829056.1	uncharacterized protein LOC588428 isoform X6
XP_030829057.1	nucleoprotein TPR isoform X7
XP_030829058.1	nucleoprotein TPR isoform X8
XP_030829059.1	uncharacterized protein LOC115918317
XP_030829060.1	mucin-17 isoform X3
XP_030829061.1	urea-proton symporter DUR3
XP_030829062.1	uncharacterized protein LOC100891166
XP_030829063.1	uncharacterized protein LOC100891166
XP_030829064.1	solute carrier family 35 member B1
XP_030829065.1	mucin-17 isoform X4
XP_030829066.1	40S ribosomal protein S27-like isoform X2
XP_030829067.1	uncharacterized protein LOC115919433
XP_030829068.1	MFS-type transporter SLC18B1
XP_030829069.1	decaprenyl-diphosphate synthase subunit 1
XP_030829070.1	uncharacterized protein LOC100890966
XP_030829071.1	short-chain collagen C4-like
XP_030829072.1	mucin-17 isoform X5
XP_030829073.1	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase isoform X1
XP_030829074.1	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase isoform X2
XP_030829075.1	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 isoform X4
XP_030829076.1	uncharacterized protein LOC575162
XP_030829077.1	uncharacterized protein LOC575162
XP_030829078.1	mucin-17 isoform X6
XP_030829079.1	uncharacterized protein LOC105447639
XP_030829080.1	putative prolyl-tRNA synthetase associated domain-containing protein 1
XP_030829081.1	DNA topoisomerase 2-binding protein 1
XP_030829082.1	DNA topoisomerase 2-binding protein 1
XP_030829083.1	mucin-17 isoform X7
XP_030829084.1	trichohyalin-like isoform X1
XP_030829085.1	trichohyalin-like isoform X2
XP_030829086.1	trichohyalin-like isoform X3
XP_030829087.1	trichohyalin-like isoform X4
XP_030829088.1	trichohyalin-like isoform X5
XP_030829089.1	trichohyalin-like isoform X6
XP_030829090.1	NCK-interacting protein with SH3 domain-like
XP_030829091.1	mucin-17 isoform X8
XP_030829092.1	uncharacterized protein LOC115919435
XP_030829093.1	contactin-associated protein-like 2 isoform X1
XP_030829094.1	contactin-associated protein-like 2 isoform X2
XP_030829095.1	protein lifeguard 2
XP_030829096.1	uncharacterized protein LOC105440247
XP_030829097.1	gamma-tubulin complex component 6
XP_030829098.1	FERM domain-containing protein 4A isoform X1
XP_030829099.1	mucin-17 isoform X9
XP_030829100.1	FERM domain-containing protein 4A isoform X2
XP_030829101.1	FERM domain-containing protein 4A isoform X3
XP_030829102.1	FERM domain-containing protein 4A isoform X6
XP_030829103.1	FERM domain-containing protein 4A isoform X6
XP_030829104.1	FERM domain-containing protein 4A isoform X7
XP_030829105.1	uncharacterized protein LOC115919436
XP_030829106.1	mucin-17 isoform X10
XP_030829107.1	testis-expressed protein 264-like
XP_030829108.1	proline-serine-threonine phosphatase-interacting protein 1 isoform X1
XP_030829109.1	proline-serine-threonine phosphatase-interacting protein 1 isoform X2
XP_030829110.1	proline-serine-threonine phosphatase-interacting protein 2 isoform X3
XP_030829111.1	proline-serine-threonine phosphatase-interacting protein 1 isoform X4
XP_030829112.1	proline-serine-threonine phosphatase-interacting protein 1 isoform X5
XP_030829113.1	delta-like protein 3
XP_030829114.1	mucin-17 isoform X11
XP_030829115.1	uncharacterized protein LOC115919438
XP_030829116.1	uncharacterized protein LOC575414
XP_030829117.1	glutamate decarboxylase 1 isoform X3
XP_030829118.1	uncharacterized protein LOC115919439
XP_030829119.1	mucin-17 isoform X12
XP_030829120.1	cathepsin L1
XP_030829121.1	cathepsin L1
XP_030829122.1	A-agglutinin anchorage subunit-like
XP_030829123.1	mucin-17 isoform X13
XP_030829124.1	uncharacterized protein LOC100892727 isoform X1
XP_030829125.1	uncharacterized protein LOC100892727 isoform X2
XP_030829126.1	thiamin pyrophosphokinase 1-like
XP_030829127.1	acetylcholinesterase-like
XP_030829128.1	CUGBP Elav-like family member 3-B isoform X1
XP_030829129.1	CUGBP Elav-like family member 3-B isoform X2
XP_030829130.1	CUGBP Elav-like family member 3-B isoform X3
XP_030829131.1	mucin-17 isoform X14
XP_030829132.1	CUGBP Elav-like family member 3-B isoform X4
XP_030829133.1	CUGBP Elav-like family member 3-B isoform X5
XP_030829134.1	CUGBP Elav-like family member 3 isoform X6
XP_030829135.1	CUGBP Elav-like family member 4 isoform X7
XP_030829136.1	sulfate transporter isoform X1
XP_030829137.1	sulfate transporter isoform X2
XP_030829138.1	isochorismatase domain-containing protein 1-like
XP_030829139.1	uncharacterized protein LOC105442774
XP_030829140.1	mucin-17 isoform X15
XP_030829141.1	LDLR chaperone boca-like
XP_030829142.1	uncharacterized protein LOC100890465
XP_030829143.1	mucin-17 isoform X16
XP_030829144.1	protein Skeletor, isoforms B/C-like
XP_030829145.1	ATR-interacting protein isoform X1
XP_030829146.1	ATR-interacting protein isoform X1
XP_030829147.1	ATR-interacting protein isoform X1
XP_030829148.1	ATR-interacting protein isoform X1
XP_030829149.1	ATR-interacting protein isoform X2
XP_030829150.1	mucin-17 isoform X17
XP_030829151.1	uncharacterized protein LOC105444251 isoform X2
XP_030829152.1	fibrillin-1
XP_030829153.1	inositol-pentakisphosphate 2-kinase isoform X1
XP_030829154.1	inositol-pentakisphosphate 2-kinase isoform X1
XP_030829155.1	inositol-pentakisphosphate 2-kinase isoform X2
XP_030829156.1	mucin-17 isoform X18
XP_030829157.1	epoxide hydrolase 4 isoform X1
XP_030829158.1	epoxide hydrolase 4
XP_030829159.1	multiple epidermal growth factor-like domains protein 6
XP_030829160.1	multiple epidermal growth factor-like domains protein 11
XP_030829161.1	mucin-17 isoform X19
XP_030829162.1	multiple epidermal growth factor-like domains protein 11
XP_030829163.1	chromobox protein homolog 1
XP_030829164.1	multiple epidermal growth factor-like domains protein 6
XP_030829165.1	uncharacterized protein LOC590907
XP_030829166.1	uncharacterized protein LOC115919452
XP_030829167.1	fibrinogen C domain-containing protein 1-like, partial
XP_030829168.1	mucin-17 isoform X20
XP_030829169.1	F-box/LRR-repeat protein 20
XP_030829170.1	uncharacterized protein LOC115919453
XP_030829171.1	mucin-17 isoform X21
XP_030829172.1	uncharacterized protein LOC105436454
XP_030829173.1	metalloproteinase inhibitor 1-like
XP_030829174.1	telomerase protein component 1
XP_030829175.1	delta-like protein D
XP_030829176.1	uncharacterized protein LOC115919457
XP_030829177.1	mucin-17 isoform X22
XP_030829178.1	centromere protein P
XP_030829179.1	monocarboxylate transporter 5-like
XP_030829180.1	plexin-A4
XP_030829181.1	fibropellin-1-like
XP_030829182.1	nucleolin-like
XP_030829183.1	cytochrome P450 2J6
XP_030829184.1	uncharacterized protein LOC100891709
XP_030829185.1	mucin-17 isoform X23
XP_030829186.1	vacuolar protein sorting-associated protein 13C isoform X1
XP_030829187.1	vacuolar protein sorting-associated protein 13C isoform X2
XP_030829188.1	vacuolar protein sorting-associated protein 13C isoform X3
XP_030829189.1	vacuolar protein sorting-associated protein 13C isoform X4
XP_030829190.1	vacuolar protein sorting-associated protein 13C isoform X5
XP_030829191.1	vacuolar protein sorting-associated protein 13A isoform X6
XP_030829192.1	vacuolar protein sorting-associated protein 13A isoform X7
XP_030829193.1	mucin-17 isoform X24
XP_030829194.1	uncharacterized protein LOC115919458
XP_030829195.1	adenomatous polyposis coli protein 2-like
XP_030829196.1	ras-related protein RABF2b
XP_030829197.1	ras-related protein RABF2b
XP_030829198.1	ras-related protein RABF2b
XP_030829199.1	multiple epidermal growth factor-like domains protein 6
XP_030829200.1	mucin-3A isoform X25
XP_030829201.1	cholinesterase 1
XP_030829202.1	multiple epidermal growth factor-like domains protein 11
XP_030829203.1	monocarboxylate transporter 2-like
XP_030829204.1	mucin-17 isoform X26
XP_030829205.1	LOW QUALITY PROTEIN: multiple epidermal growth factor-like domains protein 10
XP_030829206.1	deoxyhypusine synthase
XP_030829207.1	cytosolic Fe-S cluster assembly factor NUBP2 homolog
XP_030829208.1	multiple epidermal growth factor-like domains protein 11
XP_030829209.1	LOW QUALITY PROTEIN: zinc finger protein 280B-like
XP_030829210.1	mucin-3A isoform X27
XP_030829211.1	protein LMBR1L-like
XP_030829212.1	multiple epidermal growth factor-like domains protein 11
XP_030829213.1	mucin-3A isoform X28
XP_030829214.1	uncharacterized protein LOC100892957
XP_030829215.1	cholinesterase 1
XP_030829216.1	cholinesterase 1
XP_030829217.1	uncharacterized protein C12orf45 homolog
XP_030829218.1	uncharacterized protein LOC100891788
XP_030829219.1	mucin-3A isoform X29
XP_030829220.1	monocarboxylate transporter 7
XP_030829221.1	uncharacterized protein LOC115918321
XP_030829222.1	myosin light chain kinase, smooth muscle-like isoform X1
XP_030829223.1	myosin light chain kinase, smooth muscle-like isoform X2
XP_030829224.1	mucin-3A isoform X30
XP_030829225.1	mucin-17 isoform X1
XP_030829226.1	mucin-17 isoform X2
XP_030829227.1	mucin-17 isoform X3
XP_030829228.1	mucin-17 isoform X4
XP_030829229.1	transmembrane protein 243
XP_030829230.1	uncharacterized protein LOC582310
XP_030829231.1	mucin-17 isoform X31
XP_030829232.1	uncharacterized protein LOC100891338
XP_030829233.1	mucin-3A isoform X32
XP_030829234.1	transient receptor potential cation channel subfamily M member-like 2
XP_030829235.1	solute carrier family 25 member 40
XP_030829236.1	uncharacterized protein LOC100891882
XP_030829237.1	uncharacterized protein LOC100891882
XP_030829238.1	uncharacterized protein LOC100891882
XP_030829239.1	hydroxysteroid 11-beta-dehydrogenase 1-like protein
XP_030829240.1	sulfotransferase 1C2
XP_030829241.1	sarcolemmal membrane-associated protein isoform X1
XP_030829242.1	sarcolemmal membrane-associated protein isoform X2
XP_030829243.1	sarcolemmal membrane-associated protein isoform X3
XP_030829244.1	uncharacterized protein LOC115919472
XP_030829245.1	sarcolemmal membrane-associated protein isoform X4
XP_030829246.1	sarcolemmal membrane-associated protein isoform X5
XP_030829247.1	uncharacterized protein LOC105443268
XP_030829248.1	uncharacterized protein LOC752874
XP_030829249.1	uncharacterized protein LOC100889766, partial
XP_030829250.1	superoxide dismutase [Cu-Zn]-like isoform X1
XP_030829251.1	superoxide dismutase [Cu-Zn]-like isoform X2
XP_030829252.1	uncharacterized protein LOC115918322
XP_030829253.1	receptor-type tyrosine-protein phosphatase delta-like
XP_030829254.1	iporin
XP_030829255.1	uncharacterized protein LOC100889062 isoform X1
XP_030829256.1	uncharacterized protein LOC100889062 isoform X1
XP_030829257.1	uncharacterized protein LOC100889062 isoform X2
XP_030829258.1	uncharacterized protein LOC115918192
XP_030829259.1	methionyl-tRNA formyltransferase, mitochondrial
XP_030829260.1	uncharacterized protein LOC115919474
XP_030829261.1	uncharacterized protein LOC100892022
XP_030829262.1	uncharacterized protein LOC115919475
XP_030829263.1	protein UXT homolog
XP_030829264.1	trichohyalin
XP_030829265.1	uncharacterized protein LOC115919478
XP_030829266.1	serine/threonine-protein kinase Nek4 isoform X1
XP_030829267.1	serine/threonine-protein kinase Nek4 isoform X1
XP_030829268.1	serine/threonine-protein kinase Nek4 isoform X1
XP_030829269.1	serine/threonine-protein kinase Nek4 isoform X1
XP_030829270.1	serine/threonine-protein kinase Nek4 isoform X2
XP_030829271.1	solute carrier family 23 member 1 isoform X1
XP_030829272.1	solute carrier family 23 member 1 isoform X2
XP_030829273.1	solute carrier family 23 member 1 isoform X3
XP_030829274.1	solute carrier family 23 member 1 isoform X4
XP_030829275.1	solute carrier family 23 member 1 isoform X5
XP_030829276.1	uncharacterized protein LOC105443398 isoform X3
XP_030829277.1	uncharacterized protein LOC100888777
XP_030829278.1	uncharacterized protein LOC115919479
XP_030829279.1	gastrin/cholecystokinin type B receptor-like
XP_030829280.1	LOW QUALITY PROTEIN: long-chain specific acyl-CoA dehydrogenase, mitochondrial
XP_030829281.1	scavenger receptor cysteine-rich type 1 protein M160
XP_030829282.1	UHRF1-binding protein 1-like isoform X1
XP_030829283.1	transient receptor potential cation channel subfamily V member 6-like
XP_030829284.1	tetratricopeptide repeat protein 22-like
XP_030829285.1	UHRF1-binding protein 1-like isoform X2
XP_030829286.1	uncharacterized protein LOC115919484
XP_030829287.1	monocarboxylate transporter 2-like
XP_030829288.1	CLIP-associating protein 1-A isoform X1
XP_030829289.1	CLIP-associating protein 1-A isoform X2
XP_030829290.1	CLIP-associating protein 1-A isoform X3
XP_030829291.1	CLIP-associating protein 1-A isoform X4
XP_030829292.1	CLIP-associating protein 1-A isoform X5
XP_030829293.1	CLIP-associating protein 1-A isoform X6
XP_030829294.1	CLIP-associating protein 1-A isoform X7
XP_030829295.1	UHRF1-binding protein 1-like isoform X3
XP_030829296.1	CLIP-associating protein 1-A isoform X8
XP_030829297.1	CLIP-associating protein 1-A isoform X9
XP_030829298.1	CLIP-associating protein 1-A isoform X10
XP_030829299.1	CLIP-associating protein 1-A isoform X11
XP_030829300.1	CLIP-associating protein 1-A isoform X12
XP_030829301.1	CLIP-associating protein 1-A isoform X13
XP_030829302.1	CLIP-associating protein 1-A isoform X14
XP_030829303.1	CLIP-associating protein 1-A isoform X15
XP_030829304.1	CLIP-associating protein 1 isoform X16
XP_030829305.1	CLIP-associating protein 1-A isoform X17
XP_030829306.1	CLIP-associating protein 2 isoform X18
XP_030829307.1	uncharacterized protein LOC105439494
XP_030829308.1	uncharacterized protein LOC115918323
XP_030829309.1	kelch-like protein 12
XP_030829310.1	endothelin-converting enzyme 1-like
XP_030829311.1	colorectal mutant cancer protein isoform X2
XP_030829312.1	uncharacterized protein LOC764115 isoform X2
XP_030829313.1	colorectal mutant cancer protein isoform X3
XP_030829314.1	uncharacterized protein LOC100894026
XP_030829315.1	uncharacterized protein LOC105438307
XP_030829316.1	uncharacterized protein LOC588819
XP_030829317.1	uncharacterized protein LOC588819
XP_030829318.1	uncharacterized protein LOC588819
XP_030829319.1	divergent protein kinase domain 2A
XP_030829320.1	uncharacterized protein LOC115919486
XP_030829321.1	NADPH oxidase 5-like
XP_030829322.1	protein SSUH2 homolog isoform X1
XP_030829323.1	protein SSUH2 homolog isoform X2
XP_030829324.1	protein SSUH2 homolog isoform X2
XP_030829325.1	neurofascin isoform X1
XP_030829326.1	zinc finger CCCH domain-containing protein 11A isoform X1
XP_030829327.1	neurofascin isoform X2
XP_030829328.1	neurofascin isoform X3
XP_030829329.1	neurofascin isoform X4
XP_030829330.1	uncharacterized protein LOC591701
XP_030829331.1	transient receptor potential cation channel subfamily M member-like 2 isoform X1
XP_030829332.1	transient receptor potential cation channel subfamily M member-like 2 isoform X2
XP_030829333.1	transient receptor potential cation channel subfamily M member-like 2 isoform X3
XP_030829334.1	transient receptor potential cation channel subfamily M member-like 2 isoform X4
XP_030829335.1	zinc finger CCCH domain-containing protein 11A isoform X2
XP_030829336.1	cathepsin L1
XP_030829337.1	cathepsin L1
XP_030829338.1	uncharacterized protein LOC105438255
XP_030829339.1	transmembrane protein 26
XP_030829340.1	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 isoform X1
XP_030829341.1	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 isoform X2
XP_030829342.1	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 isoform X3
XP_030829343.1	uncharacterized protein LOC115918052
XP_030829344.1	uncharacterized protein LOC115919490
XP_030829345.1	uncharacterized protein LOC105444841
XP_030829346.1	ETS translocation variant 1 isoform X1
XP_030829347.1	branched-chain-amino-acid aminotransferase, cytosolic-like
XP_030829348.1	uncharacterized protein LOC580966 isoform X2
XP_030829349.1	uncharacterized protein LOC580966 isoform X2
XP_030829350.1	uncharacterized protein LOC105438425
XP_030829351.1	contactin-2 isoform X1
XP_030829352.1	contactin-2 isoform X1
XP_030829353.1	contactin-2 isoform X2
XP_030829354.1	uncharacterized protein LOC115919494
XP_030829355.1	carbohydrate sulfotransferase 14
XP_030829356.1	glucose-6-phosphate 1-dehydrogenase X isoform X1
XP_030829357.1	glucose-6-phosphate 1-dehydrogenase X isoform X2
XP_030829358.1	glucose-6-phosphate 1-dehydrogenase X isoform X3
XP_030829359.1	glucose-6-phosphate 1-dehydrogenase X isoform X4
XP_030829360.1	glucose-6-phosphate 1-dehydrogenase X isoform X5
XP_030829361.1	glucose-6-phosphate 1-dehydrogenase X isoform X5
XP_030829362.1	glucose-6-phosphate 1-dehydrogenase X isoform X5
XP_030829363.1	sushi, nidogen and EGF-like domain-containing protein 1
XP_030829364.1	nicotinamide phosphoribosyltransferase-like
XP_030829365.1	uncharacterized protein LOC105436529
XP_030829366.1	proteasome subunit alpha type-5-like
XP_030829367.1	uncharacterized protein LOC115919499
XP_030829368.1	plexin-A2
XP_030829369.1	uncharacterized protein LOC100891846 isoform X1
XP_030829370.1	uncharacterized protein LOC100891846 isoform X2
XP_030829371.1	uncharacterized protein LOC105436529
XP_030829372.1	sentrin-specific protease 8-like
XP_030829373.1	anaphase-promoting complex subunit 15-like
XP_030829374.1	protein piccolo-like
XP_030829375.1	galactosylceramide sulfotransferase-like
XP_030829376.1	tetraspanin-11-like
XP_030829377.1	tetraspanin-11-like
XP_030829378.1	leucine-rich repeat-containing protein 71 isoform X5
XP_030829379.1	leucine-rich repeat-containing protein 71 isoform X15
XP_030829380.1	leucine-rich repeat-containing protein 71 isoform X16
XP_030829381.1	leucine-rich repeat-containing protein 71 isoform X17
XP_030829382.1	leucine-rich repeat-containing protein 71 isoform X18
XP_030829383.1	dnaJ homolog subfamily C member 9 isoform X1
XP_030829384.1	dnaJ homolog subfamily C member 9 isoform X2
XP_030829385.1	neurogenic locus notch homolog protein 2 isoform X1
XP_030829386.1	fibropellin-1 isoform X2
XP_030829387.1	neurogenic locus notch homolog protein 1 isoform X3
XP_030829388.1	translocon-associated protein subunit delta
XP_030829389.1	separin isoform X1
XP_030829390.1	arylsulfatase I
XP_030829391.1	separin isoform X2
XP_030829392.1	cilia- and flagella-associated protein 410 isoform X2
XP_030829393.1	cilia- and flagella-associated protein 410 isoform X3
XP_030829394.1	sugar phosphate exchanger 3
XP_030829395.1	protein dispatched homolog 1-like
XP_030829396.1	hemicentin-1 isoform X1
XP_030829397.1	hemicentin-1 isoform X2
XP_030829398.1	hemicentin-1 isoform X3
XP_030829399.1	hemicentin-1 isoform X4
XP_030829400.1	hemicentin-1 isoform X5
XP_030829401.1	mucin-2-like
XP_030829402.1	hemicentin-1 isoform X6
XP_030829403.1	hemicentin-1 isoform X7
XP_030829404.1	hemicentin-1 isoform X8
XP_030829405.1	protein sidekick-1 isoform X9
XP_030829406.1	hemicentin-1 isoform X10
XP_030829407.1	IQ motif and SEC7 domain-containing protein 3
XP_030829408.1	plexin-A3-like
XP_030829409.1	delta-like protein 1
XP_030829410.1	uncharacterized protein LOC115919510
XP_030829411.1	ankyrin repeat and SOCS box protein 5 isoform X1
XP_030829412.1	ankyrin repeat and SOCS box protein 13
XP_030829413.1	alkyldihydroxyacetonephosphate synthase, peroxisomal isoform X1
XP_030829414.1	alkyldihydroxyacetonephosphate synthase, peroxisomal isoform X2
XP_030829415.1	ras-like GTP-binding protein RHO
XP_030829416.1	ras-like GTP-binding protein RHO
XP_030829417.1	cadherin EGF LAG seven-pass G-type receptor 2
XP_030829418.1	mitochondrial substrate carrier family protein ucpB-like
XP_030829419.1	uncharacterized protein LOC100889165
XP_030829420.1	mitochondrial uncoupling protein 1-like
XP_030829421.1	U3 small nucleolar ribonucleoprotein protein IMP3
XP_030829422.1	deoxyribonuclease-1
XP_030829423.1	uncharacterized protein LOC105440286
XP_030829424.1	organic cation transporter protein
XP_030829425.1	organic cation transporter protein
XP_030829426.1	uncharacterized protein LOC594256
XP_030829427.1	atrial natriuretic peptide receptor 3-like
XP_030829428.1	UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase 3
XP_030829429.1	filamin-B-like
XP_030829430.1	uncharacterized protein LOC105439087
XP_030829431.1	synapsin isoform X1
XP_030829432.1	synapsin isoform X2
XP_030829433.1	uncharacterized protein LOC100888366
XP_030829434.1	uncharacterized protein LOC115919520
XP_030829435.1	sortilin isoform X2
XP_030829436.1	ceramide kinase-like
XP_030829437.1	uncharacterized protein LOC115919525
XP_030829438.1	uncharacterized protein LOC105442356
XP_030829439.1	adenomatous polyposis coli protein
XP_030829440.1	LOW QUALITY PROTEIN: extracellular calcium-sensing receptor
XP_030829441.1	ubiquitin-conjugating enzyme E2 H-like
XP_030829442.1	uncharacterized protein LOC756624 isoform X1
XP_030829443.1	uncharacterized protein LOC756624 isoform X2
XP_030829444.1	uncharacterized protein LOC756624 isoform X3
XP_030829445.1	uncharacterized protein LOC754465
XP_030829446.1	glutamine--tRNA ligase
XP_030829447.1	adhesion G-protein coupled receptor G2-like
XP_030829448.1	uncharacterized protein LOC115919526
XP_030829449.1	mu-type opioid receptor-like
XP_030829450.1	acyl-CoA 6-desaturase
XP_030829451.1	acyl-CoA 6-desaturase
XP_030829452.1	early endosome antigen 1-like
XP_030829453.1	fibrillin-1-like
XP_030829454.1	rabenosyn-5
XP_030829455.1	zinc finger protein 862-like
XP_030829456.1	uncharacterized protein LOC115919529
XP_030829457.1	pleckstrin homology domain-containing family G member 7-like
XP_030829458.1	uncharacterized protein LOC115919530
XP_030829459.1	creatine kinase B-type-like
XP_030829460.1	uncharacterized protein LOC105436649
XP_030829461.1	uncharacterized protein LOC115919531
XP_030829462.1	inosine-5'-monophosphate dehydrogenase 1b-like isoform X1
XP_030829463.1	inosine-5'-monophosphate dehydrogenase 1b-like isoform X2
XP_030829464.1	inosine-5'-monophosphate dehydrogenase 1a-like isoform X3
XP_030829465.1	uncharacterized protein LOC115917911
XP_030829466.1	metalloproteinase inhibitor 1-like
XP_030829467.1	disintegrin and metalloproteinase domain-containing protein 10-like
XP_030829468.1	adhesion G-protein coupled receptor G2-like
XP_030829469.1	uncharacterized protein LOC115919535
XP_030829470.1	protein MON2 homolog isoform X1
XP_030829471.1	protein MON2 homolog isoform X2
XP_030829472.1	protein MON2 homolog isoform X3
XP_030829473.1	protein MON2 homolog isoform X4
XP_030829474.1	protein MON2 homolog isoform X5
XP_030829475.1	protein MON2 homolog isoform X6
XP_030829476.1	protein MON2 homolog isoform X7
XP_030829477.1	uncharacterized protein LOC115919538
XP_030829478.1	probable GPI-anchored adhesin-like protein PGA18
XP_030829479.1	uncharacterized protein LOC591764
XP_030829480.1	protein FAM214A isoform X1
XP_030829481.1	protein FAM214A isoform X2
XP_030829482.1	protein FAM214A isoform X3
XP_030829483.1	rab GDP dissociation inhibitor beta
XP_030829484.1	delta-like protein B
XP_030829485.1	uncharacterized protein LOC115919540
XP_030829486.1	SWI/SNF complex subunit SMARCC2 isoform X1
XP_030829487.1	SWI/SNF complex subunit SMARCC2 isoform X2
XP_030829488.1	SWI/SNF complex subunit SMARCC2 isoform X3
XP_030829489.1	uncharacterized protein LOC105439627
XP_030829490.1	tropomodulin-2
XP_030829491.1	metalloproteinase inhibitor 1-like
XP_030829492.1	calcium-dependent secretion activator 1 isoform X1
XP_030829493.1	calcium-dependent secretion activator 1 isoform X2
XP_030829494.1	calcium-dependent secretion activator 1 isoform X3
XP_030829495.1	calcium-dependent secretion activator 1 isoform X4
XP_030829496.1	calcium-dependent secretion activator 1 isoform X5
XP_030829497.1	calcium-dependent secretion activator 1 isoform X6
XP_030829498.1	calcium-dependent secretion activator 1 isoform X7
XP_030829499.1	calcium-dependent secretion activator 1 isoform X8
XP_030829500.1	calcium-dependent secretion activator 1 isoform X9
XP_030829501.1	calcium-dependent secretion activator 1 isoform X10
XP_030829502.1	probable E3 ubiquitin-protein ligase makorin-1
XP_030829503.1	uncharacterized protein LOC115919544
XP_030829504.1	uncharacterized protein LOC115919545
XP_030829505.1	glutamic acid-rich protein-like
XP_030829506.1	spidroin-2
XP_030829507.1	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D isoform X3
XP_030829508.1	adhesion G-protein coupled receptor G2-like
XP_030829509.1	uncharacterized protein LOC585718 isoform X2
XP_030829510.1	uncharacterized protein LOC115919550
XP_030829511.1	mucin-5AC-like
XP_030829512.1	adhesion G-protein coupled receptor G2-like
XP_030829513.1	mucin-3A-like
XP_030829514.1	adhesion G-protein coupled receptor D1-like
XP_030829515.1	monocarboxylate transporter 12-like
XP_030829516.1	tripartite motif-containing protein 26-like
XP_030829517.1	uncharacterized protein LOC100893769
XP_030829518.1	uncharacterized protein LOC115919671
XP_030829519.1	uncharacterized protein LOC115919687
XP_030829520.1	cardioacceleratory peptide receptor isoform X1
XP_030829521.1	DD185 protein, upregulated upon bacterial challenge and trauma isoform X1
XP_030829522.1	fibulin-1-like
XP_030829523.1	polyA-binding protein isoform X1
XP_030829524.1	retinol dehydrogenase 10-B
XP_030829525.1	protein argonaute-2 isoform X2
XP_030829526.1	ADP-ribosyl cyclase isoform X1
XP_030829527.1	ADP-ribosyl cyclase isoform X1
XP_030829528.1	advillin isoform X1
XP_030829529.1	advillin isoform X1
XP_030829530.1	advillin isoform X2
XP_030829531.1	LOW QUALITY PROTEIN: neutral cholesterol ester hydrolase 1-like
XP_030829532.1	advillin isoform X3
XP_030829533.1	advillin isoform X4
XP_030829534.1	Kruppel-like factor 7 isoform X1
XP_030829535.1	argonaute 1 isoform X1
XP_030829536.1	adhesion G-protein coupled receptor G2-like
XP_030829537.1	androgen-induced gene 1 protein
XP_030829538.1	transmembrane 9 superfamily member 1
XP_030829539.1	uncharacterized protein LOC115919710 isoform X1
XP_030829540.1	uncharacterized protein LOC115919710 isoform X2
XP_030829541.1	pre-mRNA-splicing factor CWC22 homolog
XP_030829542.1	proton-coupled folate transporter
XP_030829543.1	uncharacterized protein LOC105443411
XP_030829544.1	serum paraoxonase/arylesterase 2
XP_030829545.1	activin receptor type-1 isoform X2
XP_030829546.1	nose resistant to fluoxetine protein 6
XP_030829547.1	uncharacterized protein LOC580601 isoform X1
XP_030829548.1	uncharacterized protein LOC580601 isoform X2
XP_030829549.1	uncharacterized protein LOC580601 isoform X3
XP_030829550.1	uncharacterized protein LOC580601 isoform X4
XP_030829551.1	uncharacterized protein LOC580601 isoform X5
XP_030829552.1	uncharacterized protein LOC580601 isoform X6
XP_030829553.1	uncharacterized protein LOC580601 isoform X6
XP_030829554.1	uncharacterized protein LOC105440506
XP_030829555.1	uncharacterized protein LOC580601 isoform X6
XP_030829556.1	cytosolic carboxypeptidase 2 isoform X7
XP_030829557.1	cytosolic carboxypeptidase 2 isoform X8
XP_030829558.1	uncharacterized protein LOC105442336
XP_030829559.1	dnaJ homolog subfamily C member 13 isoform X1
XP_030829560.1	dnaJ homolog subfamily C member 13 isoform X1
XP_030829561.1	adhesion G-protein coupled receptor G2-like
XP_030829562.1	dnaJ homolog subfamily C member 13 isoform X1
XP_030829563.1	dnaJ homolog subfamily C member 13 isoform X2
XP_030829564.1	uncharacterized protein LOC105438885
XP_030829565.1	uncharacterized protein LOC105438311
XP_030829566.1	cell death protein 3
XP_030829567.1	LETM1 domain-containing protein 1 isoform X2
XP_030829568.1	DNA topoisomerase 2-alpha
XP_030829569.1	uncharacterized protein LOC105446391
XP_030829570.1	endoplasmic reticulum-Golgi intermediate compartment protein 3
XP_030829571.1	squalene synthase isoform X2
XP_030829572.1	1-phosphatidylinositol 3-phosphate 5-kinase isoform X1
XP_030829573.1	adhesion G-protein coupled receptor G2-like
XP_030829574.1	1-phosphatidylinositol 3-phosphate 5-kinase isoform X2
XP_030829575.1	1-phosphatidylinositol 3-phosphate 5-kinase isoform X3
XP_030829576.1	kynureninase
XP_030829577.1	CD63 antigen isoform X1
XP_030829578.1	CD63 antigen isoform X2
XP_030829579.1	uncharacterized protein LOC115919720
XP_030829580.1	uncharacterized protein LOC115919721
XP_030829581.1	transmembrane protein 237
XP_030829582.1	uncharacterized protein LOC115918178
XP_030829583.1	supervillin isoform X2
XP_030829584.1	WW domain-containing adapter protein with coiled-coil isoform X4
XP_030829585.1	uncharacterized protein LOC588073 isoform X1
XP_030829586.1	uncharacterized protein LOC588073 isoform X2
